dictionary,hiragana,meaning,type,transitivity,te,past,negative,negativePast,polite,potential,passive,causative,causativePassive,conditional,imperative,volitional,prohibitive,lesson
苦心,くしんする,费心，苦心，绞尽脑汁,不规则动词,他动词,苦心して,苦心した,苦心しない,苦心しなかった,苦心します,苦心できる,苦心される,苦心させる,苦心させられる,苦心すれば,苦心しろ,苦心しよう,苦心するな,220
立ち上がる,たちあがる,站起来；奋起；开始行动,五段动词,自动词,立ち上がって,立ち上がった,立ち上がらない,立ち上がらなかった,立ち上がります,立ち上がれる,立ち上がられる,立ち上がらせる,立ち上がらせられる,立ち上がれば,立ち上がれ,立ち上がろう,立ち上がるな,220
追加,ついかする,添加，追加,不规则动词,他動詞,追加して,追加した,追加しない,追加しなかった,追加します,追加できる,追加される,追加させる,追加させられる,追加すれば,追加しろ,追加しよう,追加するな,220
酔っ払う,よっぱらう,喝醉，酩酊大醉,五段动词,自动词,酔っ払って,酔っ払った,酔っ払わない,酔っ払わなかった,酔っ払います,酔っ払える,酔っ払われる,酔っ払わせる,酔っ払わせられる,酔っ払えば,酔っ払え,酔っ払おう,酔っ払うな,220
出社,しゅっしゃする,去公司上班,不规则动词,自动词,出社して,出社した,出社しない,出社しなかった,出社します,出社できる,出社される,出社させる,出社させられる,出社すれば,出社しろ,出社しよう,出社するな,220
戦う,たたかう,战斗，斗争，作战,五段动词,自动词,戦って,戦った,戦わない,戦わなかった,戦います,戦える,戦われる,戦わせる,戦わせられる,戦えば,戦え,戦おう,戦うな,220
制定,せいていする,制定，规定，订立,不规则动词,他動詞,制定して,制定した,制定しない,制定しなかった,制定します,制定できる,制定される,制定させる,制定させられる,制定すれば,制定しろ,制定しよう,制定するな,220
解消,かいしょうする,消除，解除，解决,不规则动词,他動詞,解消して,解消した,解消しない,解消しなかった,解消します,解消できる,解消される,解消させる,解消させられる,解消すれば,解消しろ / 解消せよ,解消しよう,解消するな,220
愛好,あいこうする,爱好，喜爱,不规则动词,他动词,愛好して,愛好した,愛好しない,愛好しなかった,愛好します,愛好できる,愛好される,愛好させる,愛好させられる,愛好すれば,愛好しろ,愛好しよう,愛好するな,220
推進,すいしんする,推进，推动,不规则动词,他动词,推進して,推進した,推進しない,推進しなかった,推進します,推進できる,推進される,推進させる,推進させられる,推進すれば,推進しろ / 推進せよ,推進しよう,推進するな,220
役立てる,やくだてる,使发挥作用，使有用,一段动词,他动词,役立てて,役立てた,役立てない,役立てなかった,役立てます,役立てられる,役立てられる,役立てさせる,役立てさせられる,役立てれば,役立てろ / 役立てよ,役立てよう,役立てるな,220
関わる,かかわる,涉及，关系到，参与,五段动词,自动词,関わって,関わった,関わらない,関わらなかった,関わります,関われる,関わられる,関わらせる,関わらせられる,関われば,関われ,関わろう,関わるな,220
軽減,けいげんする,减轻，减少,不规则动词,他动词,軽減して,軽減した,軽減しない,軽減しなかった,軽減します,軽減できる,軽減される,軽減させる,軽減させられる,軽減すれば,軽減しろ,軽減しよう,軽減するな,220
果たす,はたす,完成，实现，履行,五段动词,他动词,果たして,果たした,果たさない,果たさなかった,果たします,果たせる,果たされる,果たさせる,果たさせられる,果たせば,果たせ,果たそう,果たすな,220
うなずく,うなずく,点头，首肯,五段动词,自动词,うなずいて,うなずいた,うなずかない,うなずかなかった,うなずきます,うなずける,うなずかれる,うなずかせる,うなずかせられる,うなずけば,うなずけ,うなずこう,うなずくな,220
間違う,まちがう,弄错，搞错，错误,五段动词,自动词,間違って,間違った,間違わない,間違わなかった,間違います,間違える,間違われる,間違わせる,間違わせられる,間違えば,間違え,間違おう,間違うな,220
乗り越える,のりこえる,克服，超越，越过,一段动词,他动词,乗り越えて,乗り越えた,乗り越えない,乗り越えなかった,乗り越えます,乗り越えられる,乗り越えられる,乗り越えさせる,乗り越えさせられる,乗り越えれば,乗り越えろ,乗り越えよう,乗り越えるな,220
遮る,さえぎる,遮挡，遮蔽；打断，干扰,五段动词,他动词,遮って,遮った,遮らない,遮らなかった,遮ります,遮れる,遮られる,遮らせる,遮らせられる,遮れば,遮れ,遮ろう,遮るな,220
愛用,あいようする,爱用，常用，惯用,不规则动词,他动词,愛用して,愛用した,愛用しない,愛用しなかった,愛用します,愛用できる,愛用される,愛用させる,愛用させられる,愛用すれば,愛用しろ / 愛用せよ,愛用しよう,愛用するな,220
倍増,ばいぞうする,倍增，翻倍,不规则动词,他動詞,倍増して,倍増した,倍増しない,倍増しなかった,倍増します,倍増できる,倍増される,倍増させる,倍増させられる,倍増すれば,倍増しろ,倍増しよう,倍増するな,220
混雑,こんざつする,混杂，拥挤,不规则动词,自动词,混雑して,混雑した,混雑しない,混雑しなかった,混雑します,混雑できる,混雑される,混雑させる,混雑させられる,混雑すれば,混雑しろ,混雑しよう,混雑するな,220
熟成する,じゅくせいする,成熟，熟成，陈化,不规则动词,自动词,熟成して,熟成した,熟成しない,熟成しなかった,熟成します,熟成できる,熟成される,熟成させる,熟成させられる,熟成すれば,熟成しろ / 熟成せよ,熟成しよう,熟成するな,221
合わせる,あわせる,使一致，配合，调整，合并,一段动词,他动词,合わせて,合わせた,合わせない,合わせなかった,合わせます,合わせられる,合わせられる,合わせさせる,合わせさせられる,合わせれば,合わせろ,合わせよう,合わせるな,221
サービスする,サービスする,提供服務，服務,不规则动词,他動詞,サービスして,サービスした,サービスしない,サービスしなかった,サービスします,サービスできる,サービスされる,サービスさせる,サービスさせられる,サービスすれば,サービスしろ,サービスしよう,サービスするな,221
余る,あまる,剩余，剩下；超过，过分,五段动词,自动词,余って,余った,余らない,余らなかった,余ります,余れる,余られる,余らせる,余らせられる,余れば,余れ,余ろう,余るな,221
めくれる,めくれる,卷起，翻卷，翘起,一段动词,自动词,めくれて,めくれた,めくれない,めくれなかった,めくれます,めくれられる,めくれられる,めくれさせる,めくれさせられる,めくれれば,めくれろ,めくれよう,めくれるな,221
繁殖する,はんしょくする,繁殖，滋生，繁殖,不规则动词,自動詞,繁殖して,繁殖した,繁殖しない,繁殖しなかった,繁殖します,繁殖できる,繁殖される,繁殖させる,繁殖させられる,繁殖すれば,繁殖しろ,繁殖しよう,繁殖するな,221
輝く,かがやく,闪耀，发光，辉煌,五段动词,自动词,輝いて,輝いた,輝かない,輝かなかった,輝きます,輝ける,輝かれる,輝かせる,輝かせられる,輝けば,輝け,輝こう,輝くな,221
味わう,あじわう,品尝，品味，体验,五段动词,他动词,味わって,味わった,味わわない,味わわなかった,味わいます,味わえる,味わわれる,味わわせる,味わわせられる,味わえば,味わえ,味わおう,味わうな,221
成立する,せいりつする,成立，达成，实现,不规则动词,自动词,成立して,成立した,成立しない,成立しなかった,成立します,成立できる,成立される,成立させる,成立させられる,成立すれば,成立しろ/成立せよ,成立しよう,成立するな,221
発酵する,はっこうする,发酵,不规则动词动词,自动词,発酵して,発酵した,発酵しない,発酵しなかった,発酵します,発酵できる,発酵される,発酵させる,発酵させられる,発酵すれば,発酵しろ,発酵しよう,発酵するな,221
乾燥する,かんそうする,干燥，使干燥,不规则动词,他動詞/自動詞,乾燥して,乾燥した,乾燥しない,乾燥しなかった,乾燥します,乾燥できる,乾燥される,乾燥させる,乾燥させられる,乾燥すれば,乾燥しろ/乾燥せよ,乾燥しよう,乾燥するな,221
弁償する,べんしょうする,赔偿，补偿,不规则动词,他动词,弁償して,弁償した,弁償しない,弁償しなかった,弁償します,弁償できる,弁償される,弁償させる,弁償させられる,弁償すれば,弁償しろ,弁償しよう,弁償するな,221
和らげる,やわらげる,使柔和，使缓和，减轻,一段动词,他动词,和らげて,和らげた,和らげない,和らげなかった,和らげます,和らげられる,和らげられる,和らげさせる,和らげさせられる,和らげれば,和らげろ,和らげよう,和らげるな,221
栽培する,さいばいする,栽培，种植,不规则动词,他動詞,栽培して,栽培した,栽培しない,栽培しなかった,栽培します,栽培できる,栽培される,栽培させる,栽培させられる,栽培すれば,栽培しろ / 栽培せよ,栽培しよう,栽培するな,221
用いる,もちいる,使用，采用，利用,一段动词,他动词,用いて,用いた,用いない,用いなかった,用います,用いられる,用いられる,用いさせる,用いさせられる,用いれば,用いろ / 用いよ,用いよう,用いるな,221
学ぶ,まなぶ,学习,五段动词,他动词,学んで,学んだ,学ばない,学ばなかった,学びます,学べる,学ばれる,学ばせる,学ばせられる,学べば,学べ,学ぼう,学ぶな,221
信仰する,しんこうする,信仰，信奉,不规则动词,他動詞,信仰して,信仰した,信仰しない,信仰しなかった,信仰します,信仰できる,信仰される,信仰させる,信仰させられる,信仰すれば,信仰しろ,信仰しよう,信仰するな,221
統一する,とういつする,统一，使一致,不规则动词,他动词,統一して,統一した,統一しない,統一しなかった,統一します,統一できる,統一される,統一させる,統一させられる,統一すれば,統一しろ / 統一せよ,統一しよう,統一するな,221
専念する,せんねんする,专心致志，致力于,不规则动词,自动词,専念して,専念した,専念しない,専念しなかった,専念します,専念できる,専念される,専念させる,専念させられる,専念すれば,専念しろ / 専念せよ,専念しよう,専念するな,221
我慢する,がまんする,忍耐，忍受，克制,不规则动词,他動詞,我慢して,我慢した,我慢しない,我慢しなかった,我慢します,我慢できる,我慢される,我慢させる,我慢させられる,我慢すれば,我慢しろ／我慢せよ,我慢しよう,我慢するな,221
通用する,つうようする,通用，适用，有效,不规则动词,自动词,通用して,通用した,通用しない,通用しなかった,通用します,通用できる,通用される,通用させる,通用させられる,通用すれば,通用しろ,通用しよう,通用するな,221
捧げる,ささげる,奉献，献上；供奉,一段动词,他动词,捧げて,捧げた,捧げない,捧げなかった,捧げます,捧げられる,捧げられる,捧げさせる,捧げさせられる,捧げれば,捧げろ,捧げよう,捧げるな,221
指摘する,してきする,指出，指摘,不规则动词,他動詞,指摘して,指摘した,指摘しない,指摘しなかった,指摘します,指摘できる,指摘される,指摘させる,指摘させられる,指摘すれば,指摘しろ / 指摘せよ,指摘しよう,指摘するな,221
承る,うけたまわる,接受，聆听（谦让语）,五段动词,他动词,承って,承った,承らない,承らなかった,承ります,承れる,承られる,承らせる,承らせられる,承れば,承れ,承ろう,承るな,222
外す,はずす,取下，解开，摘下；错过，脱离；避开，躲开；退席，离座,五段动词,他动词,外して,外した,外さない,外さなかった,外します,外せる,外される,外させる,外させられる,外せば,外せ,外そう,外すな,222
折り返す,おりかえす,折返，返回；反复，重复,五段动词,他动词,折り返して,折り返した,折り返さない,折り返さなかった,折り返します,折り返せる,折り返される,折り返させる,折り返させられる,折り返せば,折り返せ,折り返そう,折り返すな,222
充実する,じゅうじつする,充实，充满，完善,不规则动词,自动词,充実して,充実した,充実しない,充実しなかった,充実します,充実できる,充実される,充実させる,充実させられる,充実すれば,充実しろ,充実しよう,充実するな,222
満載する,まんさいする,满载，装满,不规则动词,他动词,満載して,満載した,満載しない,満載しなかった,満載します,満載できる,満載される,満載させる,満載させられる,満載すれば,満載しろ,満載しよう,満載するな,222
搭載する,とうさいする,搭载，安装,不规则动词,他动词,搭載して,搭載した,搭載しない,搭載しなかった,搭載します,搭載できる,搭載される,搭載させる,搭載させられる,搭載すれば,搭載しろ,搭載しよう,搭載するな,222
叫ぶ,さけぶ,叫喊，呼喊,五段动词,自动词,叫んで,叫んだ,叫ばない,叫ばなかった,叫びます,叫べる,叫ばれる,叫ばせる,叫ばせられる,叫べば,叫べ,叫ぼう,叫ぶな,222
望む,のぞむ,希望，期望，愿望,五段动词,他动词,望んで,望んだ,望まない,望まなかった,望みます,望める,望まれる,望ませる,望ませられる,望めば,望め,望もう,望むな,222
避難する,ひなんする,避难，疏散,不规则动词,自动词,避難して,避難した,避難しない,避難しなかった,避難します,避難できる,避難される,避難させる,避難させられる,避難すれば,避難しろ,避難しよう,避難するな,222
おぼれる,おぼれる,溺水，淹没；沉溺于,一段动词,自动词,おぼれて,おぼれた,おぼれない,おぼれなかった,おぼれます,おぼれられる,おぼれられる,おぼれさせる,おぼれさせられる,おぼれれば,おぼれろ,おぼれよう,おぼれるな,222
衰える,おとろえる,衰退，衰落，衰弱,一段动词,自动词,衰えて,衰えた,衰えない,衰えなかった,衰えます,衰えられる,衰えられる,衰えさせる,衰えさせられる,衰えれば,衰えろ,衰えよう,衰えるな,222
こだわる,こだわる,拘泥，讲究，在意,五段动词,自动词,こだわって,こだわった,こだわらない,こだわらなかった,こだわります,こだわれる,こだわられる,こだわらせる,こだわらせられる,こだわれば,こだわれ,こだわろう,こだわるな,222
量る,はかる,测量，称量，推测,五段动词,他动词,量って,量った,量らない,量らなかった,量ります,量れる,量られる,量らせる,量らせられる,量れば,量れ,量ろう,量るな,222
映る,うつる,映照，反射，显映,五段动词,自动词,映って,映った,映らない,映らなかった,映ります,映れる,映られる,映らせる,映らせられる,映れば,映れ,映ろう,映るな,223
積む,つむ,堆积，积累，装载,五段动词,他动词,積んで,積んだ,積まない,積まなかった,積みます,積める,積まれる,積ませる,積ませられる,積めば,積め,積もう,積むな,223
栄える,さかえる,繁荣，兴盛，兴旺,一段动词,自动词,栄えて,栄えた,栄えない,栄えなかった,栄えます,栄えられる,栄えられる,栄えさせる,栄えさせられる,栄えれば,栄えろ,栄えよう,栄えるな,223
面する,めんする,面对，面临，朝向,不规则动词,自动词,面して,面した,面しない,面しなかった,面します,面できる,面される,面させる,面させられる,面すれば,面しろ／面せよ,面しよう,面するな,223
載る,のる,被登载，被刊登；被放置在上面,五段动词,自动词,載って,載った,載らない,載らなかった,載ります,載れる,載られる,載らせる,載らせられる,載れば,載れ,載ろう,載るな,223
立ち寄る,たちよる,顺路去，顺便到,五段动词,自动词,立ち寄って,立ち寄った,立ち寄らない,立ち寄らなかった,立ち寄ります,立ち寄れる,立ち寄られる,立ち寄らせる,立ち寄らせられる,立ち寄れば,立ち寄れ,立ち寄ろう,立ち寄るな,223
触れる,ふれる,触摸，接触；涉及，提及；违反,一段动词,他动词,触れて,触れた,触れない,触れなかった,触れます,触れられる,触れられる,触れさせる,触れさせられる,触れれば,触れろ,触れよう,触れるな,223
隔てる,へだてる,隔开，分隔，间隔,一段动词,他动词,隔てて,隔てた,隔てない,隔てなかった,隔てます,隔てられる,隔てられる,隔てさせる,隔てさせられる,隔てれば,隔てろ,隔てよう,隔てるな,223
隣り合う,となりあう,相邻，毗邻,五段动词,自动词,隣り合って,隣り合った,隣り合わない,隣り合わなかった,隣り合います,隣り合える,隣り合われる,隣り合わせる,隣り合わせられる,隣り合えば,隣り合え,隣り合おう,隣り合うな,223
移住する,いじゅうする,移居，迁移,不规则动词动词,自动词,移住して,移住した,移住しない,移住しなかった,移住します,移住できる,移住される,移住させる,移住させられる,移住すれば,移住しろ / 移住せよ,移住しよう,移住するな,223
巡る,めぐる,循环，环绕，巡游，围绕,五段动词,自动词,巡って,巡った,巡らない,巡らなかった,巡ります,巡れる,巡られる,巡らせる,巡らせられる,巡れば,巡れ,巡ろう,巡るな,223
来日する,らいにちする,来日本，来到日本,不规则动词,自动词,来日して,来日した,来日しない,来日しなかった,来日します,来日できる,来日される,来日させる,来日させられる,来日すれば,来日しろ,来日しよう,来日するな,223
誕生する,たんじょうする,出生，诞生,不规则动词,自动词,誕生して,誕生した,誕生しない,誕生しなかった,誕生します,誕生できる,誕生される,誕生させる,誕生させられる,誕生すれば,誕生しろ,誕生しよう,誕生するな,223
漂流する,ひょうりゅうする,漂流，随波逐流,不规则动词,自动词,漂流して,漂流した,漂流しない,漂流しなかった,漂流します,漂流できる,漂流される,漂流させる,漂流させられる,漂流すれば,漂流しろ / 漂流せよ,漂流しよう,漂流するな,223
施す,ほどこす,施行，施加，给予,五段动词,他动词,施して,施した,施さない,施さなかった,施します,施せる,施される,施させる,施させられる,施せば,施せ,施そう,施すな,223
見張る,みはる,看守，监视，警戒,五段动词,他动词,見張って,見張った,見張らない,見張らなかった,見張ります,見張れる,見張られる,見張らせる,見張らせられる,見張れば,見張れ,見張ろう,見張るな,223
見飽きる,みあきる,看腻，看够,一段动词,他动词,見飽きて,見飽きた,見飽きない,見飽きなかった,見飽きます,見飽きられる,見飽きられる,見飽きさせる,見飽きさせられる,見飽きれば,見飽きろ,見飽きよう,見飽きるな,223
飽きる,あきる,厌倦，腻烦,一段动词,自动词,飽きて,飽きた,飽きない,飽きなかった,飽きます,飽きられる,飽きられる,飽きさせる,飽きさせられる,飽きれば,飽きろ,飽きよう,飽きるな,223
食べ飽きる,たべあきる,吃腻，吃厌,一段动词,自动词,食べ飽きて,食べ飽きた,食べ飽きない,食べ飽きなかった,食べ飽きます,食べ飽きられる,食べ飽きられる,食べ飽きさせる,食べ飽きさせられる,食べ飽きれば,食べ飽きろ,食べ飽きよう,食べ飽きるな,223
聞き飽きる,ききあきる,听腻，听厌,一段动词,自动词,聞き飽きて,聞き飽きた,聞き飽きない,聞き飽きなかった,聞き飽きます,聞き飽きられる,聞き飽きられる,聞き飽きさせる,聞き飽きさせられる,聞き飽きれば,聞き飽きろ,聞き飽きよう,聞き飽きるな,223
描写する,びょうしゃする,描写，描绘，描述,不规则动词,他动词,描写して,描写した,描写しない,描写しなかった,描写します,描写できる,描写される,描写させる,描写させられる,描写すれば,描写しろ / 描写せよ,描写しよう,描写するな,223
推し進める,おしすすめる,推进，推行，促进,一段动词,他动词,推し進めて,推し進めた,推し進めない,推し進めなかった,推し進めます,推し進められる,推し進められる,推し進めさせる,推し進めさせられる,推し進めれば,推し進めろ,推し進めよう,推し進めるな,223
適する,てきする,适合，适用，符合,不规则动词,自动词,適して,適した,適しない,適さなかった,適します,適できる,適される,適させる,適させられる,適すれば,適しろ/適せよ,適しよう,適するな,223
埋め尽くす,うめつくす,填满，塞满，布满,五段动词,他动词,埋め尽くして,埋め尽くした,埋め尽くさない,埋め尽くさなかった,埋め尽くします,埋め尽くせる,埋め尽くされる,埋め尽くさせる,埋め尽くさせられる,埋め尽くせば,埋め尽くせ,埋め尽くそう,埋め尽くすな,223
眺める,ながめる,眺望，凝视，注视,一段动词,他动词,眺めて,眺めた,眺めない,眺めなかった,眺めます,眺められる,眺められる,眺めさせる,眺めさせられる,眺めれば,眺めろ,眺めよう,眺めるな,224
停泊する,ていはくする,停泊，抛锚,不规则动词,自动词,停泊して,停泊した,停泊しない,停泊しなかった,停泊します,停泊できる,停泊される,停泊させる,停泊させられる,停泊すれば,停泊しろ,停泊しよう,停泊するな,224
修正する,しゅうせいする,修正，修改，改正,不规则动词,他動詞,修正して,修正した,修正しない,修正しなかった,修正します,修正できる,修正される,修正させる,修正させられる,修正すれば,修正しろ / 修正せよ,修正しよう,修正するな,224
釣る,つる,钓，钓鱼；引诱，诱骗,五段动词,他动词,釣って,釣った,釣らない,釣らなかった,釣ります,釣れる,釣られる,釣らせる,釣らせられる,釣れば,釣れ,釣ろう,釣るな,224
増やす,ふやす,增加，增多,五段动词,他动词,増やして,増やした,増やさない,増やさなかった,増やします,増やせる,増やされる,増やさせる,増やさせられる,増やせば,増やせ,増やそう,増やすな,224
当てはまる,あてはまる,适用，符合，适合,五段动词,自动词,当てはまって,当てはまった,当てはまらない,当てはまらなかった,当てはまります,当てはまれる,当てはまられる,当てはまらせる,当てはまらせられる,当てはまれば,当てはまれ,当てはまろう,当てはまるな,224
横切る,よこぎる,横穿，穿过,五段动词,他动词,横切って,横切った,横切らない,横切らなかった,横切ります,横切れる,横切られる,横切らせる,横切らせられる,横切れば,横切れ,横切ろう,横切るな,224
成り立つ,なりたつ,成立，构成，组成,五段动词,自动词,成り立って,成り立った,成り立たない,成り立たなかった,成り立ちます,成り立つことができる,成り立たれる,成り立たせる,成り立たせられる,成り立てば,成り立て,成り立とう,成り立つな,224
再建する,さいけんする,重建，改建,不规则动词,他動詞,再建して,再建した,再建しない,再建しなかった,再建します,再建できる,再建される,再建させる,再建させられる,再建すれば,再建しろ,再建しよう,再建するな,224
測る,はかる,测量，计量，推测,五段动词,他动词,測って,測った,測らない,測らなかった,測ります,測れる,測られる,測らせる,測らせられる,測れば,測れ,測ろう,測るな,224
傷つける,きずつける,伤害，使受伤，损害,一段动词,他动词,傷つけて,傷つけた,傷つけない,傷つけなかった,傷つけます,傷つけられる,傷つけられる,傷つけさせる,傷つけさせられる,傷つければ,傷つけろ,傷つけよう,傷つけるな,224
緊迫する,きんぱくする,紧张，紧迫,不规则动词,自动词,緊迫して,緊迫した,緊迫しない,緊迫しなかった,緊迫します,緊迫できる,緊迫される,緊迫させる,緊迫させられる,緊迫すれば,緊迫しろ,緊迫しよう,緊迫するな,224
中断する,ちゅうだんする,中断，中止，暂停,不规则动词,他動詞,中断して,中断した,中断しない,中断しなかった,中断します,中断できる,中断される,中断させる,中断させられる,中断すれば,中断しろ,中断しよう,中断するな,224
運営する,うんえいする,运营，经营，管理,不规则动词,他动词,運営して,運営した,運営しない,運営しなかった,運営します,運営できる,運営される,運営させる,運営させられる,運営すれば,運営しろ,運営しよう,運営するな,224
対立する,たいりつする,对立，对抗，发生冲突,不规则动词,自动词,対立して,対立した,対立しない,対立しなかった,対立します,対立できる,対立される,対立させる,対立させられる,対立すれば,対立しろ / 対立せよ,対立しよう,対立するな,224
親しむ,したしむ,亲近，亲密，熟悉,五段动词,自动词,親しんで,親しんだ,親しまない,親しまなかった,親しみます,親しめる,親しまれる,親しませる,親しませられる,親しめば,親しめ,親しもう,親しむな,224
起用する,きようする,起用，任用，采用,不规则动词,他動詞,起用して,起用した,起用しない,起用しなかった,起用します,起用できる,起用される,起用させる,起用させられる,起用すれば,起用しろ,起用しよう,起用するな,224
出演する,しゅつえんする,出演，登台表演,不规则动词,自动词,出演して,出演した,出演しない,出演しなかった,出演します,出演できる,出演される,出演させる,出演させられる,出演すれば,出演しろ,出演しよう,出演するな,224
作り上げる,つくりあげる,完成，做成，制造出,一段动词,他动词,作り上げて,作り上げた,作り上げない,作り上げなかった,作り上げます,作り上げられる,作り上げられる,作り上げさせる,作り上げさせられる,作り上げれば,作り上げろ / 作り上げよ,作り上げよう,作り上げるな,224
発信する,はっしんする,发送，发信,不规则动词,他动词,発信して,発信した,発信しない,発信しなかった,発信します,発信できる,発信される,発信させる,発信させられる,発信すれば,発信しろ,発信しよう,発信するな,224
迷惑する,めいわくする,添麻烦，打扰，困扰,不规则动词,他动词,迷惑して,迷惑した,迷惑しない,迷惑しなかった,迷惑します,迷惑できる,迷惑される,迷惑させる,迷惑させられる,迷惑すれば,迷惑しろ/迷惑せよ,迷惑しよう,迷惑するな,224
錯覚する,さっかくする,产生错觉，误以为,不规则动词动词,他动词,錯覚して,錯覚した,錯覚しない,錯覚しなかった,錯覚します,錯覚できる,錯覚される,錯覚させる,錯覚させられる,錯覚すれば,錯覚しろ,錯覚しよう,錯覚するな,224
応援する,おうえんする,支持，声援，助威,不规则动词,他動詞,応援して,応援した,応援しない,応援しなかった,応援します,応援できる,応援される,応援させる,応援させられる,応援すれば,応援しろ / 応援せよ,応援しよう,応援するな,224
購入する,こうにゅうする,购买，购入,不规则动词,他动词,購入して,購入した,購入しない,購入しなかった,購入します,購入できる,購入される,購入させる,購入させられる,購入すれば,購入しろ / 購入せよ,購入しよう,購入するな,224
抱える,かかえる,抱，夹，承担，负担,一段动词,他动词,抱えて,抱えた,抱えない,抱えなかった,抱えます,抱えられる,抱えられる,抱えさせる,抱えさせられる,抱えれば,抱えろ,抱えよう,抱えるな,224
引っくり返る,ひっくりかえる,翻倒，翻转，颠倒,五段动词,自动词,引っくり返って,引っくり返った,引っくり返らない,引っくり返らなかった,引っくり返ります,引っくり返れる,引っくり返られる,引っくり返らせる,引っくり返らせられる,引っくり返れば,引っくり返れ,引っくり返ろう,引っくり返るな,224
越す,こす,越过，超过，度过，搬家,五段动词,自动词,越して,越した,越さない,越さなかった,越します,越せる,越される,越させる,越させられる,越せば,越せ,越そう,越すな,225
押さえる,おさえる,按住；压制；控制；抑制,一段动词,他动词,押さえて,押さえた,押さえない,押さえなかった,押さえます,押さえられる,押さえられる,押さえさせる,押さえさせられる,押さえれば,押さえろ / 押さえよ,押さえよう,押さえるな,225
婚約する,こんやくする,订婚,不规则动词,自动词,婚約して,婚約した,婚約しない,婚約しなかった,婚約します,婚約できる,婚約される,婚約させる,婚約させられる,婚約すれば,婚約しろ,婚約しよう,婚約するな,225
すすめる,すすめる,推荐；劝告；建议,一段动词,他动词,すすめて,すすめた,すすめない,すすめなかった,すすめます,すすめられる,すすめられる,すすめさせる,すすめさせられる,すすめれば,すすめろ,すすめよう,すすめるな,225
乱れる,みだれる,混乱，杂乱，不整齐,一段动词,自动词,乱れて,乱れた,乱れない,乱れなかった,乱れます,乱れられる,乱れられる,乱れさせる,乱れさせられる,乱れれば,乱れろ,乱れよう,乱れるな,225
警告する,けいこくする,警告，告诫,不规则动词,他动词,警告して,警告した,警告しない,警告しなかった,警告します,警告できる,警告される,警告させる,警告させられる,警告すれば,警告しろ / 警告せよ,警告しよう,警告するな,225
トレーニングする,トレーニングする,训练，进行训练,不规则动词,他动词,トレーニングして,トレーニングした,トレーニングしない,トレーニングしなかった,トレーニングします,トレーニングできる,トレーニングされる,トレーニングさせる,トレーニングさせられる,トレーニングすれば,トレーニングしろ,トレーニングしよう,トレーニングするな,225
数える,かぞえる,数，计算，列举,一段动词,他动词,数えて,数えた,数えない,数えなかった,数えます,数えられる,数えられる,数えさせる,数えさせられる,数えれば,数えろ,数えよう,数えるな,225
応じる,おうじる,答应，回应，适应,一段动词,自动词,応じて,応じた,応じない,応じなかった,応じます,応じられる,応じられる,応じさせる,応じさせられる,応じれば,応じろ,応じよう,応じるな,225
巻く,まく,卷，缠绕，裹,五段动词,他动词,巻いて,巻いた,巻かない,巻かなかった,巻きます,巻ける,巻かれる,巻かせる,巻かせられる,巻けば,巻け,巻こう,巻くな,225
漬ける,つける,浸泡，腌渍,一段动词,他动词,漬けて,漬けた,漬けない,漬けなかった,漬けます,漬けられる,漬けられる,漬けさせる,漬けさせられる,漬ければ,漬けろ,漬けよう,漬けるな,225
考案する,こうあんする,构思，设计，想出,不规则动词,他动词,考案して,考案した,考案しない,考案しなかった,考案します,考案できる,考案される,考案させる,考案させられる,考案すれば,考案しろ,考案しよう,考案するな,225
こらす,こらす,忍耐，抑制，忍住,五段动词,他动词,こらして,こらした,こらさない,こらさなかった,こらします,こらせる,こらされる,こらさせる,こらさせられる,こらせば,こらせ,こらそう,こらすな,225
アレンジする,アレンジする,安排，整理，改编,不规则动词,他動詞,アレンジして,アレンジした,アレンジしない,アレンジしなかった,アレンジします,アレンジできる,アレンジされる,アレンジさせる,アレンジさせられる,アレンジすれば,アレンジしろ,アレンジしよう,アレンジするな,225
即す,そくす,符合，适应，遵照,五段动词,自动词,即して,即した,即さない,即さなかった,即します,即せる,即される,即させる,即させられる,即せば,即せ,即そう,即すな,225
逆輸入する,ぎゃくゆにゅうする,再进口，返销（将本国出口的商品重新进口回来）,不规则动词,他动词,逆輸入して,逆輸入した,逆輸入しない,逆輸入しなかった,逆輸入します,逆輸入できる,逆輸入される,逆輸入させる,逆輸入させられる,逆輸入すれば,逆輸入しろ／逆輸入せよ,逆輸入しよう,逆輸入するな,225
貫く,つらぬく,贯穿；贯彻；坚持,五段动词,他动词,貫いて,貫いた,貫かない,貫かなかった,貫きます,貫ける,貫かれる,貫かせる,貫かせられる,貫けば,貫け,貫こう,貫くな,225
削除する,さくじょする,删除，消除,不规则动词,他动词,削除して,削除した,削除しない,削除しなかった,削除します,削除できる,削除される,削除させる,削除させられる,削除すれば,削除しろ / 削除せよ,削除しよう,削除するな,225
縛る,しばる,捆绑，束缚,五段动词,他动词,縛って,縛った,縛らない,縛らなかった,縛ります,縛れる,縛られる,縛らせる,縛らせられる,縛れば,縛れ,縛ろう,縛るな,225
縮小する,しゅくしょうする,缩小，缩减,不规则动词,他动词,縮小して,縮小した,縮小しない,縮小しなかった,縮小します,縮小できる,縮小される,縮小させる,縮小させられる,縮小すれば,縮小しろ / 縮小せよ,縮小しよう,縮小するな,225
